caseNo,usVol,usPg,n_docs,action_code,term,caseId,caseName,nytSalience,cqSalience,voteMargin,n,unanimous,n_cases
400_297,400,297,12,300;300;120;120;300;300;311;300;100;100;100;300,1970,1970-016,"NATIONAL LABOR RELATIONS BOARD v. LOCAL 825, INTERNATIONAL UNION OF OPERATING ENGINEERS, AFL-CIO",FALSE,FALSE,5,1,FALSE,1
400_309,400,309,19,320;300;400;300;120;120;300;311;300;150;220;120;120;120;100;100;800;100;100,1970,1970-017,"WYMAN, COMMISSIONER OF NEW YORK DEPARTMENT OF SOCIAL SERVICES, et al. v. JAMES",TRUE,FALSE,3,1,FALSE,1
400_348,400,348,1,101,1970,1970-018,"DECKER, U.S. DISTRICT JUDGE, et al. v. HARPER & ROW PUBLISHERS, INC., et al.",FALSE,FALSE,0,1,FALSE,1
400_351,400,351,21,400;300;151;100;100;100;100;100;100;100;202;110;110;311;311;120;120;120;120;311;300,1970,1970-020,"U.S. BULK CARRIERS, INC. v. ARGUELLES",FALSE,FALSE,1,1,FALSE,1
400_379,400,379,29,400;420;310;650;120;120;120;300;300;130;130;130;810;100;100;100;800;100;130;300;713;300;300;300;130;130;802;110;110,1970,1970-021,"PERKINS et al. v. MATTHEWS, MAYOR OF THE CITY OF CANTON, et al.",FALSE,FALSE,7,1,FALSE,1
400_410,400,410,16,300;151;300;100;800;100;100;100;100;300;400;440;300;300;300;400,1970,1970-022,"BLOUNT, POSTMASTER GENERAL, et al. v. RIZZI, DBA THE MAIL BOX",FALSE,FALSE,9,1,TRUE,1
400_423,400,423,12,300;300;300;101;810;101;101;300;120;311;300;300,1970,1970-023,KENNERLY et al. v. DISTRICT COURT OF THE NINTH JUDICIAL DISTRICT OF MONTANA et al.,FALSE,FALSE,5,1,FALSE,1
400_433,400,433,23,814;120;120;460;642;120;120;120;100;800;100;100;100;100;300;400;300;400;300;300;300;311;640,1970,1970-024,WISCONSIN v. CONSTANTINEAU,FALSE,FALSE,3,1,FALSE,1
400_446,400,446,15,120;203;120;120;910;120;300;300;300;300;100;100;300;300;300,1970,1970-025,"PROCUNIER, DIRECTOR, CALIFORNIA DEPARTMENT OF CORRECTIONS v. ATCHLEY",FALSE,FALSE,9,1,TRUE,1
400_455,400,455,36,400;211;400;110;814;110;300;150;300;400;411;400;151;100;100;100;100;100;800;810;100;100;800;110;300;300;400;700;400;300;430;400;300;300;400;300,1970,1970-026,MAYBERRY v. PENNSYLVANIA,TRUE,FALSE,9,1,TRUE,1
400_470,400,470,23,600;900;300;502;213;110;300;100;800;100;100;100;160;400;400;151;203;120;120;311;300;311;650,1970,1970-027,UNITED STATES v. JORN,FALSE,FALSE,3,1,FALSE,1
400_494,400,494,18,661;300;311;420;120;120;120;120;120;311;100;100;100;660;300;300;300;400,1970,1970-028,USNER v. LUCKENBACH OVERSEAS CORP. et al.,FALSE,FALSE,1,1,FALSE,1
400_505,400,505,15,620;300;310;213;120;300;300;300;100;100;300;300;202;900;110,1970,1970-029,GROPPI v. WISCONSIN,FALSE,FALSE,7,1,FALSE,1
400_517,400,517,11,300;300;110;110;300;151;300;300;300;100;100,1970,1970-030,"DONALDSON, FKA SWEET v. UNITED STATES et al.",FALSE,FALSE,9,1,TRUE,1
400_542,400,542,23,101;810;101;810;101;101;300;300;300;400;430;300;400;300;300;300;430;300;110;110;400;300;300,1970,1970-032,PHILLIPS v. MARTIN MARIETTA CORP.,TRUE,FALSE,9,1,TRUE,1
400_548,400,548,25,640;900;323;300;160;104;104;104;120;101;811;101;101;203;120;120;120;120;323;300;400;300;304;311;300,1970,1970-031,PICCIRILLO v. NEW YORK,FALSE,FALSE,1,1,FALSE,1
401_1,401,1,23,641;311;620;200;100;100;650;650;100;300;311;130;300;110;311;203;120;300;203;650;120;803;120,1970,1970-033,BAIRD v. STATE BAR OF ARIZONA,FALSE,FALSE,1,1,FALSE,1
401_23,401,23,12,311;100;100;100;300;502;311;300;110;300;120;120,1970,1970-034,In re STOLAR,FALSE,FALSE,1,1,FALSE,1
401_37,401,37,50,300;100;100;661;120;120;300;400;300;320;403;400;111;300;111;111;111;410;310;420;310;300;660;660;100;100;120;120;120;120;120;660;300;660;111;111;660;660;660;660;110;110;660;310;660;310;660;300;660;660,1970,1970-035,"YOUNGER, DISTRICT ATTORNEY OF LOS ANGELES COUNTY v. HARRIS et al.",TRUE,TRUE,7,1,FALSE,1
401_66,401,66,12,100;300;100;110;110;202;111;111;310;310;300;400,1970,1970-036,"SAMUELS et al. v. MACKELL, DISTRICT ATTORNEY OF QUEENS COUNTY, et al.",TRUE,FALSE,9,1,TRUE,1
401_77,401,77,10,100;151;300;151;151;100;151;151;151;300,1970,1970-037,"BOYLE, JUDGE, et al. v. LANDRY et al.",TRUE,FALSE,7,1,FALSE,1
401_82,401,82,45,910;910;620;400;325;400;325;311;620;300;203;120;120;100;100;120;120;120;120;120;120;120;120;300;621;100;100;800;100;130;130;130;130;110;110;300;300;502;325;120;311;203;300;310;310,1970,1970-038,PEREZ et al. v. LEDESMA et al.,FALSE,FALSE,1,1,FALSE,1
401_137,401,137,11,300;300;100;100;300;400;300;300;300;300;300,1970,1970-039,MAGNESIUM CASTING CO. v. NATIONAL LABOR RELATIONS BOARD,FALSE,FALSE,9,1,TRUE,1
401_144,401,144,24,140;140;400;205;120;300;110;100;110;110;300;300;310;300;151;300;100;100;660;300;300;300;300;300,1970,1970-040,SANKS et al. v. GEORGIA et al.,FALSE,FALSE,9,1,TRUE,1
401_154,401,154,16,300;120;120;120;311;300;160;311;100;100;100;300;120;120;120;300,1970,1970-041,"LAW STUDENTS CIVIL RIGHTS RESEARCH COUNCIL, INC., et al. v. WADMOND et al.",FALSE,FALSE,1,1,FALSE,1
401_200,401,200,22,300;101;650;120;120;300;110;110;300;310;101;120;120;120;120;120;120;111;111;151;310;300,1970,1970-042,"DYSON, CHIEF OF POLICE OF DALLAS, et al. v. STEIN",FALSE,FALSE,7,1,FALSE,1
401_216,401,216,8,620;101;140;140;140;311;311;300,1970,1970-043,"BYRNE, DISTRICT ATTORNEY OF SUFFOLK COUNTY, et al. v. KARALEXIS et al.",TRUE,FALSE,2,1,FALSE,1
401_222,401,222,25,100;810;100;810;810;100;100;160;160;311;300;900;203;120;120;120;120;300;300;300;502;325;311;300;400,1970,1970-044,HARRIS v. NEW YORK,TRUE,TRUE,1,1,FALSE,1
401_233,401,233,13,300;300;120;120;120;120;300;100;300;110;300;300;400,1970,1970-045,"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIPBUILDERS, BLACKSMITHS, FORGERS AND HELPERS, AFL-CIO v. HARDEMAN",FALSE,FALSE,7,1,FALSE,1
401_254,401,254,17,300;630;300;630;120;120;120;300;630;300;630;101;100;100;300;300;300,1970,1970-046,UNITED STATES v. WELLER,FALSE,FALSE,7,1,FALSE,1
401_265,401,265,12,300;140;610;212;326;650;610;300;300;100;300;300,1970,1970-047,"MONITOR PATRIOT CO. et al. v. ROY, EXECUTRIX",FALSE,FALSE,5,1,FALSE,1
401_279,401,279,7,300;120;300;100;300;300;300,1970,1970-048,"TIME, INC. v. PAPE",FALSE,FALSE,7,1,FALSE,1
401_295,401,295,8,300;300;300;100;110;110;300;300,1970,1970-049,OCALA STAR-BANNER CO. et al. v. DAMRON,FALSE,FALSE,5,1,FALSE,1
401_302,401,302,17,300;311;120;120;120;120;120;203;311;221;300;300;100;100;311;300;400,1970,1970-050,"RAMSEY et al., DBA LEON NUNLEY COAL CO., et al. v. UNITED MINE WORKERS OF AMERICA",FALSE,FALSE,1,1,FALSE,1
401_321,401,321,17,300;300;300;400;202;111;111;111;300;310;100;100;800;810;100;300;300,1970,1970-051,"ZENITH RADIO CORP. v. HAZELTINE RESEARCH, INC.",FALSE,FALSE,9,1,TRUE,1
401_355,401,355,18,910;910;642;680;680;910;300;300;300;300;440;300;300;300;300;100;810;100,1970,1970-052,"RELFORD v. COMMANDANT, U.S. DISCIPLINARY BARRACKS, FT. LEAVENWORTH",FALSE,FALSE,9,1,TRUE,1
401_371,401,371,34,300;212;120;110;300;110;300;100;100;100;800;110;110;300;310;300;120;110;110;650;100;100;650;110;400;804;110;300;660;300;300;300;660;660,1970,1970-053,BODDIE et al. v. CONNECTICUT et al.,TRUE,FALSE,7,1,FALSE,1
401_395,401,395,13,300;151;104;811;100;100;300;300;300;300;110;814;400,1970,1970-054,TATE v. SHORT,TRUE,FALSE,9,1,TRUE,1
401_402,401,402,18,620;460;300;140;140;460;610;640;300;312;320;400;300;300;100;100;100;140,1970,1970-055,"CITIZENS TO PRESERVE OVERTON PARK, INC., et al. v. VOLPE, SECRETARY OF TRANSPORTATION, et al.",FALSE,FALSE,4,1,FALSE,1
401_424,401,424,23,100;810;800;810;800;100;100;300;300;300;400;430;300;400;430;320;400;400;300;300;400;440;300,1970,1970-056,GRIGGS et al. v. DUKE POWER CO.,TRUE,TRUE,8,1,FALSE,1
401_437,401,437,13,120;120;300;300;151;120;120;300;300;300;300;100;300,1970,1970-057,GILLETTE v. UNITED STATES,TRUE,FALSE,7,1,FALSE,1
401_476,401,476,11,300;400;300;300;101;101;101;300;300;300;300,1970,1970-058,"ASKEW, GOVERNOR OF FLORIDA, et al. v. HARGRAVE et al.",FALSE,FALSE,9,1,TRUE,1
401_480,401,480,6,120;120;120;120;101;610,1970,1970-060,"GROVE PRESS, INC., et al. v. MARYLAND STATE BOARD OF CENSORS",FALSE,FALSE,0,1,FALSE,1
401_481,401,481,16,400;400;311;300;101;101;101;300;300;311;300;900;120;120;814;900,1970,1970-059,DURHAM v. UNITED STATES,FALSE,FALSE,1,1,FALSE,1
401_487,401,487,14,300;300;100;100;100;100;800;100;151;300;160;300;300;300,1970,1970-061,"SCHLANGER v. SEAMANS, SECRETARY OF THE AIR FORCE, et al.",FALSE,FALSE,7,1,FALSE,1
401_493,401,493,20,680;642;300;300;400;104;104;120;110;110;100;810;100;310;300;310;400;310;310;322,1970,1970-062,OHIO v. WYANDOTTE CHEMICALS CORP. et al.,FALSE,FALSE,7,1,FALSE,1
401_513,401,513,23,300;311;160;311;711;311;711;100;100;100;100;300;300;300;311;700;311;300;300;203;120;120;120,1970,1970-064,"UNITED STATES v. RANDALL, TRUSTEE IN BANKRUPTCY",FALSE,FALSE,1,1,FALSE,1
401_520,401,520,9,300;300;100;110;300;300;300;300;300,1970,1970-065,UNITED STATES v. DISTRICT COURT IN AND FOR THE COUNTY OF EAGLE et al.,FALSE,FALSE,9,1,TRUE,1
401_527,401,527,7,300;100;300;300;300;300;300,1970,1970-066,UNITED STATES v. DISTRICT COURT IN AND FOR WATER DIVISION NO. 5 et al.,FALSE,FALSE,9,1,TRUE,1
401_531,401,531,4,610;650;642;120,1970,1970-067,RADICH v. NEW YORK,FALSE,FALSE,0,1,FALSE,1
401_532,401,532,17,300;100;100;100;300;300;110;110;203;120;120;120;120;300;311;311;300,1970,1970-068,"LABINE, TUTRIX v. VINCENT, ADMINISTRATOR",FALSE,FALSE,1,1,FALSE,1
401_560,401,560,20,910;120;120;311;311;203;120;120;300;620;100;100;100;300;300;300;300;502;325;160,1970,1970-069,"WHITELEY v. WARDEN, WYOMING STATE PENITENTIARY",FALSE,FALSE,3,1,FALSE,1
401_576,401,576,22,642;400;502;300;400;104;100;100;100;100;300;203;130;130;300;300;610;130;130;300;502;313,1970,1970-070,UNITED TRANSPORTATION UNION v. STATE BAR OF MICHIGAN,FALSE,FALSE,2,1,FALSE,1
401_601,401,601,14,300;300;100;100;100;100;100;300;111;111;300;300;300;300,1970,1970-071,UNITED STATES v. FREED et al.,TRUE,FALSE,9,1,TRUE,1
401_617,401,617,12,300;120;300;100;100;300;300;203;120;431;400;800,1970,1970-072,"INVESTMENT COMPANY INSTITUTE et al. v. CAMP, COMPTROLLER OF THE CURRENCY, et al.",FALSE,FALSE,4,1,FALSE,1
401_646,401,646,20,610;400;130;130;130;130;110;150;100;100;100;100;100;100;100;100;660;130;300;400,1970,1970-073,WILLIAMS v. UNITED STATES,FALSE,FALSE,4,1,FALSE,1
401_667,401,667,19,300;311;120;120;120;120;120;111;814;400;111;111;111;300;100;100;100;310;300,1970,1970-074,MACKEY v. UNITED STATES,FALSE,FALSE,5,1,FALSE,1
401_715,401,715,34,300;311;660;660;120;120;620;150;300;150;120;300;100;100;100;660;120;300;222;400;110;300;311;660;100;100;120;120;660;660;300;300;400;311,1970,1970-075,UNITED STATES v. UNITED STATES COIN & CURRENCY,FALSE,FALSE,1,1,FALSE,1
401_745,401,745,40,300;151;120;120;120;400;203;120;151;300;400;101;300;151;120;120;120;120;120;120;120;120;120;120;120;120;120;111;300;100;100;100;100;660;120;301;502;504;400;300,1970,1970-076,UNITED STATES v. WHITE,FALSE,FALSE,1,1,FALSE,1
401_797,401,797,14,300;151;610;130;130;130;300;300;100;100;100;100;313;300,1970,1970-077,HILL v. CALIFORNIA,FALSE,FALSE,4,1,FALSE,1
401_808,401,808,10,300;300;300;300;300;300;610;100;100;300,1970,1970-078,REWIS et al. v. UNITED STATES,FALSE,FALSE,8,1,FALSE,1
401_815,401,815,28,900;104;811;900;104;300;900;322;900;322;300;203;120;120;120;650;311;300;400;120;120;300;300;311;104;200;100;650,1970,1970-079,"ROGERS, SECRETARY OF STATE v. BELLEI",FALSE,FALSE,1,1,FALSE,1
401_846,401,846,8,300;311;300;101;120;120;300;300,1970,1970-081,JOHNSON v. UNITED STATES,FALSE,FALSE,4,1,FALSE,1
401_847,401,847,9,300;300;300;300;300;910;101;300;300,1970,1970-080,"KITCHENS v. SMITH, WARDEN",FALSE,FALSE,9,1,TRUE,1
402_1,402,1,118,641;660;103;813;661;910;640;100;810;800;100;810;800;100;810;642;642;642;642;100;810;800;800;100;810;800;100;810;800;100;810;650;103;660;812;641;642;130;400;410;414;300;920;910;811;400;121;420;650;311;400;400;205;140;140;430;400;300;650;920;641;661;920;104;811;140;400;320;400;320;430;300;661;920;400;400;323;400;430;323;450;400;300;450;661;920;641;320;400;300;642;450;430;431;300;121;140;661;920;641;910;300;920;661;811;104;400;300;920;920;920;661;910;641;920;640;650;300,1970,1970-082,SWANN et al. v. CHARLOTTE-MECKLENBURG BOARD OF EDUCATION et al.,TRUE,TRUE,9,1,TRUE,1
402_33,402,33,12,920;100;810;920;110;300;300;320;400;300;300;300,1970,1970-083,DAVIS et al. v. BOARD OF SCHOOL COMMISSIONERS OF MOBILE COUNTY et al.,FALSE,FALSE,9,1,TRUE,1
402_39,402,39,9,100;800;300;300;300;300;300;300;300,1970,1970-084,"MCDANIEL, SUPERINTENDENT OF SCHOOLS, et al. v. BARRESI et al.",FALSE,FALSE,9,1,TRUE,1
402_43,402,43,9,100;300;300;300;300;300;300;300;300,1970,1970-085,NORTH CAROLINA STATE BOARD OF EDUCATION et al. v. SWANN et al.,FALSE,FALSE,9,1,TRUE,1
402_47,402,47,9,101;300;400;300;300;300;300;300;300,1970,1970-086,MOORE et al. v. CHARLOTTE-MECKLENBURG BOARD OF EDUCATION et al.,FALSE,FALSE,9,1,TRUE,1
402_49,402,49,31,300;100;100;100;100;800;100;120;300;711;711;311;300;120;120;311;120;711;311;711;311;120;120;120;203;300;300;311;700;311;300,1970,1970-087,"ROSENBERG, DISTRICT DIRECTOR, IMMIGRATION AND NATURALIZATION SERVICE v. YEE CHIEN WOO",FALSE,FALSE,1,1,FALSE,1
402_62,402,62,48,641;641;641;641;300;400;100;100;100;100;100;100;100;100;121;121;121;121;121;121;804;104;205;120;120;120;120;410;400;411;804;120;120;311;121;121;203;110;300;311;510;400;311;420;302;140;814;140,1970,1970-088,UNITED STATES v. VUITCH,TRUE,FALSE,1,1,FALSE,1
402_99,402,99,14,300;300;203;120;120;300;120;120;100;100;660;300;311;300,1970,1970-089,EHLERT v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
402_121,402,121,36,810;100;800;800;810;800;100;800;100;810;800;800;100;300;110;110;110;110;300;430;400;320;400;450;300;400;221;300;430;400;300;430;440;300;300;430,1970,1970-090,CALIFORNIA DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT et al. v. JAVA et al.,FALSE,FALSE,9,1,TRUE,1
402_137,402,137,12,300;100;100;100;300;311;300;300;120;120;120;311,1970,1970-091,JAMES et al. v. VALTIERRA et al.,TRUE,FALSE,2,1,FALSE,1
402_146,402,146,12,300;300;100;100;100;300;300;120;120;300;300;300,1970,1970-092,PEREZ v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
402_159,402,159,13,300;311;300;120;120;300;100;100;300;160;300;300;300,1970,1970-093,UNITED STATES v. SOUTHERN UTE TRIBE OR BAND OF INDIANS,FALSE,FALSE,7,1,FALSE,1
402_183,402,183,32,660;400;300;300;222;110;660;100;100;800;810;100;311;205;642;120;120;300;300;311;300;920;120;120;120;120;120;120;120;120;311;311,1970,1970-094,MCGAUTHA v. CALIFORNIA,TRUE,FALSE,3,1,FALSE,1
402_313,402,313,22,311;641;300;120;641;300;641;300;641;300;400;300;641;300;100;810;800;100;300;311;641;300,1970,1970-095,"BLONDER-TONGUE LABORATORIES, INC. v. UNIVERSITY OF ILLINOIS FOUNDATION et al.",FALSE,FALSE,9,1,TRUE,1
402_351,402,351,16,300;160;300;400;410;814;110;110;410;400;100;100;100;100;300;400,1970,1970-096,UNITED STATES v. REIDEL,FALSE,FALSE,5,1,FALSE,1
402_363,402,363,26,300;120;120;120;160;311;711;311;113;113;300;400;111;111;113;100;100;810;800;100;130;130;130;300;400;300,1970,1970-097,"UNITED STATES v. THIRTY-SEVEN (37) PHOTOGRAPHS (LUROS, CLAIMANT)",FALSE,FALSE,3,1,FALSE,1
402_389,402,389,12,300;814;120;120;300;311;300;300;300;104;810;100,1970,1970-098,"RICHARDSON, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. PERALES",FALSE,FALSE,3,1,FALSE,1
402_415,402,415,14,100;100;810;300;300;300;120;120;300;300;300;300;300;400,1970,1970-099,ORGANIZATION FOR A BETTER AUSTIN et al. v. KEEFE,FALSE,FALSE,7,1,FALSE,1
402_424,402,424,45,100;810;100;810;100;100;810;800;100;800;120;120;120;120;311;311;420;111;111;803;400;411;410;111;111;120;120;120;120;120;311;814;120;120;120;410;411;400;300;300;300;311;300;412;300,1970,1970-100,CALIFORNIA v. BYERS,FALSE,FALSE,1,1,FALSE,1
402_479,402,479,15,300;300;120;120;120;300;300;300;400;320;300;100;100;100;300,1970,1970-101,MCGEE v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
402_497,402,497,17,420;920;120;120;120;120;120;120;650;300;110;110;311;101;311;650;900,1970,1970-102,"TRIANGLE IMPROVEMENT COUNCIL et al. v. RITCHIE, COMMISSIONER, STATE ROAD COMMISSION OF WEST VIRGINIA, et al.",FALSE,FALSE,5,1,FALSE,1
402_509,402,509,9,300;100;300;300;300;300;300;300;300,1970,1970-103,ASTRUP v. IMMIGRATION AND NATURALIZATION SERVICE,FALSE,FALSE,9,1,TRUE,1
402_515,402,515,10,300;300;300;100;100;800;300;300;300;610,1970,1970-104,GAINESVILLE UTILITIES DEPARTMENT et al. v. FLORIDA POWER CORP.,FALSE,FALSE,8,1,FALSE,1
402_530,402,530,9,300;300;300;300;100;300;300;300;300,1970,1970-105,UNITED STATES v. RYAN,FALSE,FALSE,9,1,TRUE,1
402_535,402,535,11,151;151;300;300;100;100;300;910;300;300;151,1970,1970-106,"BELL v. BURSON, DIRECTOR, GEORGIA DEPARTMENT OF PUBLIC SAFETY",FALSE,FALSE,9,1,TRUE,1
402_544,402,544,12,300;300;400;205;151;300;110;110;460;101;300;300,1970,1970-107,"PALMER v. CITY OF EUCLID, OHIO",FALSE,FALSE,9,1,TRUE,1
402_547,402,547,6,300;300;101;300;300;300,1970,1970-108,BOSTIC v. UNITED STATES,FALSE,FALSE,9,1,TRUE,1
402_549,402,549,28,320;310;310;300;300;300;100;100;100;800;100;100;310;300;300;440;310;300;110;110;450;400;300;300;310;310;300;400,1970,1970-109,"UNITED STATES v. GREATER BUFFALO PRESS, INC., et al.",FALSE,FALSE,9,1,TRUE,1
402_558,402,558,13,300;300;100;100;100;311;311;203;120;120;300;300;300,1970,1970-110,UNITED STATES v. INTERNATIONAL MINERALS & CHEMICAL CORP.,FALSE,FALSE,3,1,FALSE,1
402_570,402,570,14,300;311;311;100;621;460;120;120;120;120;300;311;300;300,1970,1970-111,CHICAGO & NORTH WESTERN RAILWAY CO. v. UNITED TRANSPORTATION UNION,FALSE,FALSE,1,1,FALSE,1
402_600,402,600,8,300;300;300;100;120;300;300;300,1970,1970-112,"NATIONAL LABOR RELATIONS BOARD v. NATURAL GAS UTILITY DISTRICT OF HAWKINS COUNTY, TENNESSEE",FALSE,FALSE,7,1,FALSE,1
402_611,402,611,34,810;101;101;810;800;101;810;651;311;300;311;140;311;300;320;400;300;300;311;311;120;120;120;205;120;100;120;814;120;311;311;300;300;311,1970,1970-113,COATES et al. v. CITY OF CINCINNATI,TRUE,FALSE,1,1,FALSE,1
402_622,402,622,18,300;400;325;311;702;310;110;120;120;120;120;120;100;100;300;120;311;300,1970,1970-114,"NELSON, WARDEN v. O'NEIL",FALSE,FALSE,3,1,FALSE,1
402_637,402,637,32,620;312;311;300;301;311;400;312;311;325;300;300;312;120;814;120;100;100;100;325;300;104;810;800;203;621;203;140;205;650;140;140,1970,1970-115,"PEREZ ET UX. v. CAMPBELL, SUPERINTENDENT, MOTOR VEHICLE DIVISION, ARIZONA HIGHWAY DEPARTMENT, et al.",FALSE,FALSE,1,1,FALSE,1
402_673,402,673,29,311;300;610;101;101;101;120;120;622;120;120;400;502;311;300;300;311;400;325;311;300;300;311;120;100;100;120;610;610,1970,1970-116,UNITED STATES v. ARMOUR & CO. et al.,FALSE,FALSE,1,1,FALSE,1
402_689,402,689,3,900;460;101,1970,1970-117,DEWEY v. REYNOLDS METALS CO.,FALSE,FALSE,0,1,FALSE,1
403_1,403,1,11,100;810;100;300;300;151;160;300;300;160;300,1970,1970-119,GORDON et al. v. LANCE et al.,FALSE,FALSE,5,1,FALSE,1
403_9,403,9,16,300;300;311;100;100;100;300;300;300;650;400;400;300;300;300;300,1970,1970-120,UTAH v. UNITED STATES,FALSE,FALSE,8,1,FALSE,1
403_15,403,15,17,120;311;711;311;300;100;100;100;100;300;300;311;300;140;140;814;140,1970,1970-121,COHEN v. CALIFORNIA,FALSE,FALSE,1,1,FALSE,1
403_29,403,29,34,400;300;110;814;300;710;110;610;814;420;120;120;120;120;100;800;100;800;100;100;203;311;111;111;120;120;120;120;120;120;320;400;300;300,1970,1970-122,"ROSENBLOOM v. METROMEDIA, INC.",TRUE,FALSE,2,1,FALSE,1
403_88,403,88,12,300;300;300;301;110;300;100;100;100;300;300;300,1970,1970-123,GRIFFIN et al. v. BRECKENRIDGE et al.,FALSE,FALSE,9,1,TRUE,1
403_108,403,108,14,300;310;110;110;110;151;300;300;630;101;100;300;300;630,1970,1970-124,ELY v. KLAHR et al.,FALSE,FALSE,9,1,TRUE,1
403_124,403,124,25,300;300;104;104;104;104;104;120;120;120;120;140;140;311;130;100;100;100;640;800;100;800;311;300;300,1970,1970-125,"WHITCOMB, GOVERNOR OF INDIANA v. CHAVIS et al.",TRUE,FALSE,3,1,FALSE,1
403_182,403,182,15,300;300;311;205;650;151;120;120;151;324;300;100;100;100;300,1970,1970-126,ABATE et al. v. MUNDT et al.,TRUE,FALSE,5,1,FALSE,1
403_190,403,190,14,300;300;400;300;300;300;450;300;300;300;300;140;100;800,1970,1970-127,UNITED STATES et al. v. MITCHELL et al.,FALSE,FALSE,9,1,TRUE,1
403_207,403,207,39,101;810;800;101;101;800;810;651;410;411;400;431;310;300;431;300;431;320;326;900;300;431;310;310;460;900;130;430;300;110;110;110;111;814;651;111;400;300;300,1970,1970-128,CONNELL v. HIGGINBOTHAM et al.,FALSE,FALSE,9,1,TRUE,1
403_212,403,212,11,300;300;101;101;101;101;300;300;300;300;300,1970,1970-129,JOHNSON v. MISSISSIPPI,FALSE,FALSE,9,1,TRUE,1
403_217,403,217,43,110;900;213;420;104;104;800;104;104;100;100;100;120;120;120;120;300;620;300;323;620;300;104;811;801;104;311;650;120;402;300;400;222;120;120;120;320;502;400;110;205;110;110,1970,1970-130,"PALMER et al. v. THOMPSON, MAYOR OF THE CITY OF JACKSON, et al.",TRUE,FALSE,1,1,FALSE,1
403_274,403,274,24,400;910;300;120;910;101;811;910;300;311;120;120;120;120;100;800;100;100;300;300;120;120;300;160,1970,1970-131,"AMALGAMATED ASSOCIATION OF STREET, ELECTRIC RAILWAY & MOTOR COACH EMPLOYEES OF AMERICA et al. v. LOCKRIDGE",FALSE,FALSE,1,1,FALSE,1
403_333,403,333,10,300;300;300;300;120;300;120;100;100;300,1970,1970-132,"HODGSON, SECRETARY OF LABOR v. LOCAL UNION 6799, UNITED STEELWORKERS OF AMERICA, AFL-CIO, et al.",FALSE,FALSE,5,1,FALSE,1
403_345,403,345,10,300;300;120;300;300;300;300;300;140;810,1970,1970-133,COMMISSIONER OF INTERNAL REVENUE v. LINCOLN SAVINGS & LOAN ASSN.,FALSE,FALSE,7,1,FALSE,1
403_365,403,365,12,300;300;300;301;300;300;400;300;300;140;800;100,1970,1970-134,"GRAHAM, COMMISSIONER, DEPARTMENT OF PUBLIC WELFARE OF ARIZONA v. RICHARDSON et al.",FALSE,TRUE,9,1,TRUE,1
403_388,403,388,16,120;814;804;120;120;120;120;300;111;100;100;300;300;300;120;120,1970,1970-138,BIVENS v. SIX UNKNOWN NAMED AGENTS OF FEDERAL BUREAU OF NARCOTICS,FALSE,FALSE,3,1,FALSE,1
403_431,403,431,10,300;300;151;222;300;100;100;300;300;300,1970,1970-136,"JENNESS et al. v. FORTSON, SECRETARY OF STATE OF GEORGIA",FALSE,FALSE,9,1,TRUE,1
403_443,403,443,43,203;420;311;325;420;130;205;311;641;302;203;130;130;130;130;130;130;130;130;300;300;110;110;300;100;100;100;100;100;800;810;100;130;130;130;641;130;300;120;711;311;702;222,1970,1970-137,COOLIDGE v. NEW HAMPSHIRE,FALSE,FALSE,1,1,FALSE,1
403_528,403,528,20,120;300;110;300;710;120;120;120;650;120;111;111;130;130;300;110;311;140;140;100,1970,1970-139,MCKEIVER et al. v. PENNSYLVANIA,TRUE,TRUE,3,1,FALSE,1
403_573,403,573,30,203;120;100;810;800;100;800;810;120;110;300;300;311;100;100;800;104;810;120;300;400;311;120;150;104;811;151;300;311;110,1970,1970-140,UNITED STATES v. HARRIS,FALSE,FALSE,1,1,FALSE,1
403_602,403,602,30,111;111;140;100;810;661;100;100;800;100;140;140;300;804;110;110;920;300;213;400;920;300;130;130;130;150;610;300;400;400,1970,1970-141,"LEMON et al. v. KURTZMAN, SUPERINTENDENT OF PUBLIC INSTRUCTION OF PENNSYLVANIA, et al.",TRUE,TRUE,8,1,FALSE,1
403_672,403,672,20,100;810;100;100;120;120;120;120;120;120;120;300;213;621;900;300;300;311;400;300,1970,1970-142,"TILTON et al. v. RICHARDSON, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al.",TRUE,FALSE,1,1,FALSE,1
403_698,403,698,29,640;300;300;140;811;140;120;120;120;120;814;120;120;900;811;104;201;104;400;150;300;300;213;140;101;101;300;300;300,1970,1970-143,"CLAY, AKA ALI v. UNITED STATES",TRUE,FALSE,8,1,FALSE,1
